CUS_NO ; BRANCH ; BIRTH
32361;1043;670503   
32363;1047;411212   
32364;2002;360814   
32365;1047;781111   
32367;1029;340204   
32368;1007;400706   
32369;2037;500605   
32372;2002;360709   
32373;1052;330201   
32374;2002;460306   
32375;1036;571225   
32376;2002;580401   
32378;1041;210224   
32379;2007;600431   
32380;2009;470101   
32381;2028;550101   
32382;2024;500113   
32383;1022;420605   
32384;1052;590502   
32385;1043;380114   
32386;2028;330722   
32387;2013;460402   
32388;2035;311215   
32390;1042;370309   
32392;1054;410525   
32393;2029;610627   
32394;2037;451128   
32396;2003;151008   
32397;2014;490421   
32398;1045;260203   
32401;2035;240612   
32403;1040;650528   
32404;1046;600108   
32405;1001;570630   
32406;2025;480701   
32407;1031;230510   
32408;1023;111101   
32409;1001;570604   
32410;1031;491005   
32412;1001;580629   
32413;2010;510630   
32415;1022;460525   
32416;2028;570125   
32417;2037;620628   
32420;2025;510630   
32423;1058;380814   
32426;1030;260408   
32427;1021;300228   
32428;1026;060909   
32429;1039;380110   
32430;1031;440101   
32436;1001;630510   
32437;2041;620628   
32440;2007;291002   
32441;2028;200205   
32442;2005;410622   
32443;1042;390215   
32445;2007;391110   
32446;2013;580120   
32447;2028;440101   
32448;2002;530603   
32449;1001;420101   
32450;1025;550629   
32451;2002;520630   
32452;2041;420704   
32453;1006;450101   
32454;2006;500615   
32456;2035;390812   
32457;2004;640131   
32459;2032;560615   
32460;2007;780208   
32462;2030;360608   
32463;2002;480117   
32464;1031;450816   
32468;2024;601213   
32470;2028;540629   
32473;1029;411027   
32474;1049;411021   
32475;1029;530101   
32476;2002;480830   
32477;1032;571003   
32479;2006;520501   
32480;1056;310807   
32482;2029;170810   
32486;1040;530228   
32487;1016;390224   
32488;1041;390701   
32489;2011;430522   
32491;2021;460402   
32492;1014;401101   
32494;2004;280401   
32495;1025;730728   
32496;1056;301201   
32497;2014;480417   
32498;2012;260627   
32499;2039;520201   
32500;2015;410203   
32501;1040;420326   
32502;1044;490306   
32503;1056;430303   
32504;2004;380103   
32505;1032;540506   
32506;2002;530626   
32507;2018;491011   
32508;1047;451103   
32509;1049;420902   
32510;2015;580703   
32511;2037;350705   
32512;1036;421203   
32515;1009;480605   
32517;1022;581119   
32519;2002;500806   
32520;2024;410106   
32521;2013;530630   
32522;1035;371208   
32523;1025;320102   
32524;1009;300608   
32525;2019;200910   
32526;1006;561025   
32528;2012;281117   
32530;1006;380216   
32532;2030;211018   
32533;2033;390517   
32534;2044;340912   
32535;2004;591216   
32536;1022;560628   
32537;2006;310101   
32539;2001;640612   
32540;2020;631024   
32543;1039;521010   
32545;1036;450217   
32546;2009;330102   
32548;2029;480801   
32550;1001;600405   
32551;1001;580311   
32552;1001;570107   
32553;2033;550810   
32554;1001;590801   
32555;2014;311209   
32557;2013;560501   
32558;2041;450302   
32559;2035;280202   
32560;1010;620630   
32562;2015;460602   
32563;1006;460101   
32564;1031;201202   
32565;1029;380709   
32566;1023;380805   
32567;1029;601229   
32568;1042;340909   
32571;2036;480309   
32573;2030;370712   
32574;2031;430101   
32576;2041;540605   
32577;2041;520622   
32578;1036;540501   
32579;1013;440809   
32581;2010;460205   
32582;1016;740929   
32583;1011;580207   
32584;1043;390402   
32585;1006;530323   
32586;1037;440920   
32587;2014;540317   
32588;1015;310413   
32589;2028;430301   
32590;1058;370212   
32591;1052;260120   
32592;2029;560128   
32593;2004;590106   
32594;1043;460102   
32595;1008;340805   
32597;2014;470601   
32598;1029;510606   
32599;2041;560630   
32600;1057;580430   
32601;2035;591015   
32605;2029;510230   
32606;2023;401205   
32607;1027;331127   
32608;1032;370102   
32610;2007;471228   
32611;2035;650106   
32615;2023;060104   
32617;2024;480601   
32618;2011;480609   
32619;1032;420123   
32620;2033;370507   
32622;1001;400103   
32623;2015;480602   
32626;1025;520412   
32627;2011;640201   
32628;2006;510901   
32629;1037;651009   
32630;1057;600425   
32631;1008;341010   
32632;1046;660212   
32633;1041;321101   
32634;1047;330712   
32637;1056;460123   
32638;2035;451018   
32640;1007;240701   
32642;2017;650129   
32644;1001;560614   
32645;2003;310217   
32647;1029;490507   
32648;1045;411203   
32649;2019;290703   
32651;1045;170911   
32652;2026;110404   
32653;1029;510215   
32654;1029;390902   
32655;2023;461020   
32656;1041;640605   
32658;2003;530626   
32659;2019;200611   
32660;2041;501119   
32661;2009;401101   
32662;2037;510423   
32663;1029;330108   
32664;2044;540605   
32665;1031;580331   
32666;2030;260827   
32667;2011;470122   
32668;1033;590101   
32669;1035;250817   
32670;2033;380410   
32671;1043;310227   
32672;1035;531220   
32673;1036;460206   
32674;1047;511210   
32675;1047;330101   
32676;2041;380921   
32677;1023;511019   
32680;1038;560521   
32683;1029;600302   
32686;2017;190105   
32687;2041;410301   
32688;1052;290604   
32689;2035;301102   
32693;1019;530528   
32694;2003;660202   
32696;1022;620507   
32697;2019;550601   
32698;1042;280520   
32700;1054;410822   
32701;1054;360101   
32702;2002;600627   
32703;1016;350428   
32704;2006;610418   
32705;1022;300709   
32706;2014;440317   
32707;2015;460630   
32708;2041;430106   
32709;2030;320715   
32710;1054;390303   
32712;1001;520101   
32713;1031;321119   
32714;2037;350328   
32716;1055;470309   
32717;1055;421103   
32718;1055;410103   
32719;1022;640401   
32720;1041;661104   
32721;2011;500602   
32722;1014;421229   
32723;2015;570420   
32724;2030;401201   
32726;1055;430901   
32727;1039;480306   
32728;1055;490601   
32729;2038;320620   
32731;1055;371204   
32732;1035;590108   
32733;2014;470103   
32735;1047;490104   
32738;1028;450102   
32739;1046;160524   
32740;1042;350205   
32741;2012;520101   
32742;1046;620609   
32743;1052;560310   
32745;2023;590405   
32746;2023;230930   
32747;2004;440101   
32748;1041;470927   
32751;1008;360105   
32753;1055;430312   
32754;2004;281001   
32756;1029;321101   
32757;2035;491113   
32758;2038;180710   
32759;2036;400612   
32760;2041;471016   
32761;1033;040906   
32763;2033;470101   
32764;1023;560129   
32765;1054;270327   
32766;2003;261224   
32767;1057;720718   
32769;1035;510401   
32771;2033;460323   
32773;2015;280607   
32774;2013;460524   
32775;1052;450305   
32776;1009;660630   
32777;2024;310220   
32778;1015;620630   
32779;2038;400302   
32780;2019;590627   
32781;2019;410501   
32782;1043;620105   
32783;2023;410431   
32784;2002;360101   
32786;2022;590630   
32787;2002;550606   
32789;1038;581209   
32790;1046;070206   
32791;1006;341110   
32792;1013;590502   
32793;1001;410102   
32794;1041;150231   
32795;2025;550109   
32796;1045;300326   
32797;2039;361110   
32798;1016;291112   
32799;1043;460427   
32800;1057;500211   
32802;2033;341104   
32803;1034;621007   
32804;1021;230220   
32805;2002;260106   
32806;2020;260702   
32808;1056;371110   
32809;2009;280305   
32810;1057;310201   
32812;2032;590501   
32813;2003;070122   
32816;1036;620420   
32817;2035;490304   
32819;2018;430201   
32820;1009;061103   
32822;1058;590605   
32823;2009;510912   
32824;2029;520910   
32825;2023;470629   
32827;2011;560107   
32828;1010;460505   
32829;2025;481201   
32831;1027;540529   
32832;1016;090101   
32833;1042;130131   
32834;1029;380424   
32835;1041;410302   
32836;1040;280216   
32838;2041;540508   
32839;1045;390520   
32840;2009;490620   
32841;1021;331201   
32842;2009;551001   
32843;2026;490925   
32844;1055;320925   
32845;1029;311202   
32846;1029;320420   
32847;2030;510403   
32848;2009;480603   
32849;2034;350113   
32850;1022;560701   
32851;2003;330801   
32852;1012;471024   
32853;1006;550824   
32854;2034;600101   
32855;2034;630918   
32857;2003;341207   
32858;2022;590101   
32859;2013;590225   
32860;2039;391215   
32861;2034;450409   
32862;1029;250410   
32863;1043;210612   
32864;1026;341012   
32865;2041;310302   
32866;2035;510701   
32868;1022;420103   
32870;1029;160402   
32871;2028;221108   
32872;1030;550209   
32873;2036;360906   
32874;2026;330901   
32876;1029;420106   
32878;2013;300101   
32879;2036;421113   
32882;2033;251120   
32883;2032;620623   
32884;2041;440222   
32886;2024;620628   
32887;1022;370103   
32888;1021;590220   
32890;1032;471015   
32891;1049;610508   
32893;1042;240925   
32896;2030;570130   
32897;1042;300521   
32898;2034;430828   
32899;2040;430103   
32903;2037;470808   
32904;1006;600319   
32905;1046;480610   
32907;2009;341214   
32908;1046;270108   
32909;2018;640201   
32912;2033;270910   
32913;1029;270607   
32914;2026;520320   
32915;2007;500101   
32917;2037;571205   
32921;1042;420609   
32922;2001;270405   
32923;2032;580915   
32924;1022;391020   
32925;1046;411216   
32926;2012;451008   
32927;2004;360314   
32929;1055;371204   
32930;2033;510701   
32934;2034;420605   
32936;2040;521113   
32939;2007;600223   
32941;1020;680930   
32942;1022;460105   
32943;1026;520610   
32944;1018;400721   
32945;1055;320906   
32948;2024;560301   
32952;1031;340515   
32953;2024;580101   
32955;2040;471220   
32957;1022;231120   
32958;2024;600630   
32959;1006;360615   
32960;2020;420806   
32961;1055;560504   
32962;2004;670422   
32963;2001;500301   
32964;1001;570613   
32965;1041;600124   
32966;1029;610427   
32967;2037;601115   
32968;2032;461124   
32969;1019;240919   
32970;1021;560626   
32971;1021;490513   
32973;1035;530310   
32974;1022;480422   
32975;2011;301202   
32976;1021;501127   
32977;2041;320808   
32979;1006;160201   
32981;2003;581004   
32984;2020;580607   
32985;2022;450101   
32986;1044;460225   
32987;1032;410603   
32988;2004;300104   
32989;1029;590512   
32991;1046;310105   
32992;2012;540701   
32994;2018;520501   
32995;2025;381114   
32996;1054;620625   
32999;2028;400102   
33000;2009;660409   
33001;1046;630121   
33005;2029;580627   
33006;1037;240702   
33007;1041;230208   
33008;1022;560303   
33009;1025;440327   
33010;1037;361010   
33011;1001;620324   
33012;1001;590501   
33013;1010;460314   
33015;1001;610610   
33016;2038;371009   
33017;2004;430228   
33018;1001;600422   
33019;2026;351202   
33020;2013;480304   
33021;1021;460520   
33022;1021;520503   
33023;1033;420105   
33024;1022;400205   
33027;1041;551103   
33028;2007;130101   
33029;1045;270304   
33030;1054;300411   
33031;2024;610120   
33032;2032;600101   
33034;1056;440512   
33035;2032;470601   
33036;1014;080816   
33037;2028;500715   
33039;1056;530620   
33040;1032;340210   
33041;1007;310618   
33042;2014;550615   
33043;2010;590420   
33044;2012;561229   
33048;2040;620327   
33049;1047;340701   
33050;1001;471208   
33052;1022;571023   
33053;1038;490110   
33054;2005;291202   
33055;2029;391101   
33056;2041;230101   
33058;1025;300901   
33059;2023;351214   
33060;2028;550514   
33061;2018;600620   
33062;1012;620631   
33064;2013;440509   
33065;2028;260410   
33066;2028;480914   
33067;1057;651025   
33069;1032;531002   
33070;1009;550625   
33071;2003;611111   
33073;1038;450707   
33074;1045;570414   
33075;1032;430314   
33076;1008;480629   
33077;2021;410109   
33078;2037;411117   
33080;1041;940818   
33081;1036;430819   
33083;1007;581121   
33085;1018;780324   
33086;1025;501109   
33088;2001;500630   
33091;2002;610120   
33094;2046;490323   
33095;1014;440601   
33096;1031;540520   
33098;1044;721113   
33099;1046;570101   
33100;1043;420710   
33102;1007;720115   
33103;2041;470610   
33104;1026;570324   
33105;1057;340412   
33107;1001;430407   
33112;2012;630308   
33113;1045;570522   
33114;1007;550101   
33115;1021;380402   
33116;1041;510912   
33117;2024;430119   
33118;2039;580527   
33119;1025;201201   
33120;2007;550621   
33121;2039;440918   
33122;1046;470615   
33123;1031;270620   
33124;1044;341026   
33127;1023;490607   
33128;1025;690525   
33129;2041;490625   
33131;2035;430712   
33132;1036;780423   
33133;2026;580303   
33134;2007;431110   
33135;2003;381101   
33136;1022;540627   
33137;1052;570101   
33138;2034;480812   
33140;2028;200518   
33141;1048;601019   
33142;1042;530425   
33143;2036;280816   
33146;2030;480309   
33147;1023;180408   
33148;1044;500419   
33149;1052;270915   
33150;1019;440110   
33151;1001;301212   
33152;1001;580630   
33153;1046;310309   
33155;1029;421201   
33156;1029;511208   
33157;2020;580921   
33158;1023;231017   
33159;2038;221025   
33161;1029;291212   
33162;2007;570630   
33163;1043;180621   
33165;1022;460115   
33166;2041;430601   
33169;1006;341207   
33172;2005;620611   
33174;1056;521110   
33175;1042;320928   
33176;1037;330801   
33180;1028;480202   
33181;1027;580801   
33182;1042;640324   
33183;1009;271118   
33184;2011;320102   
33185;2012;431109   
33186;2014;381002   
33187;2009;670621   
33188;2038;540601   
33189;1043;031201   
33190;1033;230203   
33191;1011;301215   
33193;2006;600212   
33194;1027;240710   
33195;2018;470302   
33196;2035;490309   
33198;1038;251128   
33199;2031;430815   
33201;2024;090207   
33202;2006;490910   
33203;2040;391010   
33205;1052;380101   
33206;1035;600102   
33207;2006;191211   
33211;2016;491223   
33212;1023;210112   
33213;2004;560629   
33214;2036;480101   
33215;2009;470525   
33216;2030;620906   
33217;1045;440628   
33219;1014;450602   
33220;1040;251102   
33222;2040;401009   
33223;2032;551124   
33224;1009;521112   
33225;2038;310120   
33227;2004;510430   
33228;1025;200302   
33229;1023;281210   
33232;1046;731220   
33234;1011;600510   
33235;1022;591122   
33236;2015;400101   
33237;1031;411101   
33238;1006;610620   
33239;2009;381004   
33240;1029;471105   
33241;2046;420826   
33242;2037;240125   
33243;1041;410705   
33244;2007;620110   
33246;2016;490112   
33247;2032;260704   
33248;1045;440620   
33250;2019;680519   
33251;2007;551001   
33252;1001;470120   
33253;2023;510208   
33255;2046;471207   
33257;2046;521009   
33258;2013;140101   
33259;2006;210205   
33260;1038;480401   
33261;1058;110101   
33262;2004;060704   
33263;2046;660630   
33264;1013;291204   
33265;2001;640221   
33266;1049;490215   
33267;1022;530601   
33268;2001;210811   
33269;2021;460723   
33270;2033;100410   
33271;2006;351003   
33272;2015;420707   
33274;2037;530601   
33275;2025;580611   
33276;2036;370420   
33277;2038;400905   
33278;2007;470810   
33279;2029;540101   
33281;2031;421117   
33282;2023;560615   
33283;1008;590618   
33285;1038;610610   
33286;1032;490125   
33287;2033;580101   
33288;1029;520212   
33289;1001;490225   
33290;1011;430624   
33292;1033;511120   
33294;1001;410220   
33297;2023;320604   
33300;2006;500430   
33302;2017;400322   
33305;1055;390502   
33307;1009;400405   
33308;1055;390101   
33309;1056;190407   
33311;1031;450313   
33312;1055;450820   
33313;2033;530301   
33314;1045;300418   
33315;1046;170528   
33318;1010;570316   
33319;2038;530101   
33320;2014;591121   
33322;1032;570331   
33324;2018;380128   
33325;1047;660516   
33326;2011;680203   
33327;1049;421228   
33330;2043;380401   
33331;1004;290712   
33334;1032;630122   
33335;1015;430305   
33336;1055;440102   
33337;1021;550722   
33338;2041;510717   
33339;2011;601201   
33340;1052;400306   
33341;1018;390130   
33342;1036;270115   
33343;2026;590103   
33344;1056;371007   
33346;1028;690624   
33348;1038;500115   
33349;1029;450108   
33350;1016;480104   
33351;1022;470631   
33353;2018;430307   
33354;1054;300310   
33355;1009;441107   
33356;2013;370120   
33358;2013;510110   
33365;2016;630630   
33367;1027;490101   
33369;2016;650607   
33370;2029;620309   
33371;1007;451101   
33372;2029;520631   
33373;1013;450512   
33375;2016;580501   
33376;2009;650616   
33377;1029;420705   
33378;1035;381019   
33379;2022;400505   
33380;2040;200110   
33381;2029;510525   
33382;1054;600617   
33383;2007;340216   
33385;1038;660231   
33386;1022;460602   
33387;1043;380410   
33388;1054;470306   
33389;1032;571220   
33394;2002;311005   
33395;1010;640424   
33396;1016;420205   
33397;2047;650615   
33398;1056;571125   
33400;1059;421024   
33401;1007;600303   
33402;1041;600111   
33403;2015;540628   
33404;1046;300630   
33405;1011;500521   
33407;2015;410231   
33408;2037;480605   
33409;2028;540630   
33410;1027;550126   
33413;1037;420625   
33414;1053;451207   
33416;2006;530918   
33417;1041;361001   
33419;1011;170319   
33420;1022;550601   
33421;1042;400702   
33422;2032;661118   
33424;2037;500322   
33425;1027;600120   
33426;1043;341009   
33427;2046;300603   
33428;1056;151227   
33429;2004;280101   
33431;2007;410222   
33432;2043;470726   
33434;2031;300706   
33435;1015;660625   
33436;2032;390715   
33438;1016;550630   
33439;1048;640507   
33443;1047;440101   
33444;2043;580101   
33445;1041;550123   
33446;2012;480631   
33448;1021;620603   
33449;1058;600101   
33451;1042;531018   
33452;2012;670612   
33453;1029;540101   
33454;2038;421014   
33455;1051;500101   
33456;1022;570627   
33458;1046;270105   
33459;1048;121109   
33460;1029;330908   
33461;2007;520402   
33462;2043;280201   
33464;1034;731216   
33465;2019;350315   
33466;2028;240104   
33469;1027;501209   
33470;1011;600630   
33471;2017;370510   
33472;1009;590104   
33473;1037;190407   
33474;1029;281016   
33475;2043;630630   
33477;2003;590103   
33479;2038;520422   
33480;2012;590303   
33481;2015;580101   
33482;1057;450101   
33483;1021;320507   
33485;1038;370919   
33486;2046;530601   
33487;2032;500520   
33488;1038;561005   
33489;2014;600630   
33490;2038;360103   
33491;2005;500616   
33492;1029;360907   
33493;1029;410201   
33494;2006;630102   
33496;1013;560101   
33498;1041;480330   
33500;2044;430603   
33501;1059;630620   
33502;2002;421115   
33503;1046;460301   
33504;1039;630521   
33507;1041;560216   
33509;1043;610630   
33512;1001;620308   
33514;1049;311109   
33517;2011;231102   
33518;2001;580902   
33519;1029;470301   
33520;2001;320112   
33521;1028;490306   
33522;1058;720212   
33523;2032;650528   
33524;1032;480610   
33525;1054;541220   
33526;2023;391124   
33528;2031;270820   
33529;2021;530115   
33530;1058;440210   
33531;1033;400309   
33532;1032;500131   
33533;1021;720413   
33534;1005;500217   
33537;1058;581106   
33538;1043;520628   
33539;1004;450422   
33540;2047;570701   
33541;1029;560617   
33542;1029;380118   
33543;1047;570428   
33544;1046;240520   
33545;1038;381125   
33546;1038;500401   
33547;2005;380401   
33549;1054;580622   
33550;2002;410530   
33551;2010;320701   
33552;1011;200207   
33553;1001;650907   
33554;1042;400124   
33555;1029;440501   
33556;1013;620130   
33557;2038;461115   
33559;1004;510603   
33560;1009;310110   
33561;1022;310402   
33564;2009;260630   
33566;2016;540101   
33567;2003;620815   
33570;1051;400215   
33572;1027;430501   
33573;2011;470206   
33575;2014;770620   
33576;2011;390707   
33577;2025;520201   
33578;2044;540630   
33579;1029;281201   
33580;1029;501102   
33581;2006;490330   
33582;2036;320502   
33583;2006;480109   
33584;2015;560616   
33587;2025;370908   
33589;1033;460101   
33592;2012;630612   
33593;2025;570615   
33594;2011;520220   
33595;1013;440231   
33596;1054;601220   
33597;2040;550620   
33599;1001;311101   
33600;2030;540605   
33601;2038;321202   
33602;2046;360602   
33603;2046;460103   
33604;1029;191018   
33606;1044;411227   
33608;1004;310102   
33609;1021;580724   
33610;1030;580625   
33612;1042;620119   
33614;1046;521210   
33615;1004;601113   
33617;2046;220621   
33618;1006;620128   
33620;1013;460410   
33621;2029;570617   
33623;2021;661106   
33624;1052;290702   
33626;2040;340101   
33627;2025;550630   
33629;1011;070302   
33630;2001;310511   
33631;1057;390711   
33632;2002;460615   
33633;1031;440401   
33636;1059;130814   
33638;1029;590620   
33639;2007;460616   
33641;2004;430212   
33642;1030;620325   
33643;2003;310401   
33644;1038;491023   
33645;1001;610422   
33646;1008;311229   
33647;1018;371205   
33648;2032;531002   
33649;2012;430219   
33650;1001;460130   
33651;1022;470320   
33652;1051;280314   
33653;1042;351103   
33654;1038;380803   
33655;1043;541022   
33656;1046;680908   
33657;2004;590616   
33658;1004;440607   
33659;1038;410214   
33662;2002;600724   
33663;1011;500619   
33664;2013;280110   
33665;2002;530602   
33666;2022;680525   
33668;1022;411103   
33669;2004;560713   
33670;2032;440101   
33672;2002;350601   
33673;1014;470129   
33674;2039;430501   
33675;1037;441229   
33676;2023;340620   
33679;1045;331102   
33680;1045;640120   
33681;1056;540630   
33682;2037;380919   
33683;1034;660323   
33684;2035;420305   
33685;2005;400701   
33686;2006;740726   
33687;2031;470605   
33688;2023;360310   
33690;1007;530628   
33691;1019;530601   
33693;1006;450828   
33694;2006;470102   
33695;2004;380102   
33698;1026;441106   
33699;2024;240101   
33700;2037;510120   
33701;2039;560328   
33702;2041;450630   
33703;2023;590230   
33704;2010;620629   
33705;1022;270216   
33707;1041;380226   
33708;1035;580721   
33709;1029;590207   
33710;1036;490901   
33711;2023;460301   
33712;1016;520412   
33713;1009;280610   
33717;2007;280501   
33718;2007;540604   
33720;2014;460619   
33721;1001;551010   
33722;2028;530631   
33723;2033;310608   
33724;2043;570215   
33725;1052;440525   
33726;1007;621028   
33727;2035;521220   
33729;2028;410323   
33731;1042;481026   
33733;2003;430215   
33734;1006;590502   
33735;1033;590103   
33736;1053;670321   
33737;2031;460103   
33739;1001;630328   
33740;1029;540208   
33741;2048;620219   
33742;1011;600822   
33743;2017;420701   
33744;1049;290205   
33745;2006;560229   
33746;2001;640408   
33747;2024;330601   
33748;2041;630101   
33749;1040;720805   
33751;1055;510205   
33752;2011;500419   
33753;2043;610627   
33754;2026;210219   
33755;1009;600630   
33756;1010;430221   
33757;2013;450501   
33758;2017;590501   
33760;1016;521126   
33761;2036;450206   
33763;1056;610410   
33764;2022;330101   
33765;2011;220424   
33767;1029;400601   
33768;2005;541023   
33769;2046;520105   
33770;1015;270410   
33771;2014;380501   
33772;2043;580620   
33774;1029;550624   
33775;2032;430701   
33776;1046;310814   
33777;2023;350301   
33778;1043;270429   
33779;1037;460601   
33780;1006;650628   
33783;2013;571212   
33784;1029;510101   
33785;2038;320909   
33786;2006;581020   
33787;1056;640630   
33788;1052;230702   
33789;1032;560401   
33790;2034;510115   
33791;1040;541025   
33792;2032;581018   
33795;2016;480219   
33798;1022;580630   
33799;1030;580112   
33800;2024;700207   
33801;1007;480914   
33803;1042;400101   
33806;1030;470701   
33807;1011;520411   
33808;2006;320505   
33810;1023;370720   
33811;2010;450630   
33813;2009;370602   
33814;1039;650206   
33815;1054;550101   
33816;2028;401206   
33817;2028;510701   
33819;1029;270905   
33820;1022;390410   
33822;2006;390601   
33823;2005;461213   
33824;2023;650404   
33825;2018;380310   
33826;2023;440824   
33827;2038;241210   
33828;1042;150510   
33829;2037;280822   
33831;1041;580624   
33833;1029;620630   
33834;1001;520328   
33835;2033;480101   
33836;1025;380505   
33837;2011;560428   
33838;1001;360901   
33839;2036;430729   
33840;1041;480515   
33841;1039;320301   
33842;2032;480110   
33843;1042;350309   
33844;1043;340101   
33845;1022;610401   
33846;2025;350101   
33848;1021;440327   
33850;2024;410116   
33851;2040;400102   
33852;1010;471109   
33854;1048;620121   
33855;1006;640502   
33856;1029;431109   
33858;1045;540506   
33860;1055;420620   
33861;1025;440419   
33862;1049;450906   
33863;1009;590803   
33864;2043;330405   
33865;2008;390102   
33866;1044;551107   
33867;1004;260802   
33868;1044;541120   
33869;2006;421001   
33870;2006;550921   
33872;1035;450101   
33873;2044;241220   
33874;2039;250114   
33876;1039;460901   
33878;1043;140909   
33879;1031;330205   
33881;1046;450301   
33882;2022;400704   
33884;1022;560625   
33885;1053;460321   
33888;2006;250210   
33889;2031;600101   
33891;2043;570201   
33892;1022;340102   
33894;2006;610308   
33895;1042;400101   
33896;1001;210201   
33897;2011;580925   
33899;1031;530602   
33900;2030;301201   
33902;1010;200402   
33904;2041;320107   
33905;2009;640315   
33906;2031;561101   
33907;1028;250914   
33908;1032;530416   
33909;2038;210708   
33911;2013;390127   
33912;1056;750525   
33913;1038;490215   
33914;1004;510619   
33915;1056;461111   
33919;2043;700214   
33920;2017;540615   
33921;2016;110410   
33922;2002;341208   
33925;2001;620207   
33926;1016;280411   
33927;1041;231220   
33929;2029;280308   
33930;1044;600621   
33932;1058;201025   
33933;1054;461001   
33934;2023;611121   
33935;2029;220422   
33936;2001;430501   
33937;1022;450612   
33938;2025;660225   
33939;2011;470631   
33940;1038;341008   
33942;1025;580624   
33943;2039;320306   
33944;1010;440120   
33945;2028;370101   
33946;1015;610529   
33947;1052;480701   
33948;2013;480617   
33949;2024;580701   
33950;1034;551002   
33952;1051;460601   
33953;1036;560528   
33954;1023;580613   
33955;2046;500107   
33956;2035;611220   
33957;2029;420610   
33958;1051;380617   
33959;1051;511028   
33960;1034;570601   
33961;1051;390809   
33962;2039;410101   
33963;1025;650905   
33964;2029;321112   
33965;1045;370125   
33966;2021;370101   
33967;1058;451026   
33969;1008;530514   
33970;2001;520625   
33971;2017;550601   
33972;1058;500501   
33973;1029;320814   
33974;1054;400809   
33975;1032;550804   
33976;1015;240725   
33977;1041;570424   
33978;1051;580620   
33979;2033;591005   
33980;2009;600816   
33981;1001;250515   
33982;1052;300105   
33983;1012;621016   
33985;2010;480902   
33986;2003;500530   
33987;2035;450208   
33988;1054;340104   
33989;2032;380510   
33993;1014;411215   
33994;2032;471106   
33995;1022;580521   
33998;1029;590123   
33999;1045;471220   
34000;1042;510504   
34002;1003;580606   
34003;1048;480219   
34004;2024;370202   
34006;2043;381123   
34007;2023;630629   
34008;1037;610802   
34009;1001;380215   
34012;1054;420108   
34013;2032;510701   
34014;2010;430505   
34015;1054;380625   
34017;2031;510701   
34018;2005;290920   
34021;1032;321101   
34023;1027;091017   
34024;1035;420128   
34026;1047;230920   
34027;1054;410814   
34028;1031;410701   
34030;2029;550917   
34031;1046;110301   
34034;1001;290304   
34035;2046;450716   
34037;2013;610606   
34040;1029;451205   
34041;1020;600630   
34042;1003;630615   
34043;2003;530625   
34045;1043;510625   
34047;2028;630626   
34048;1042;400118   
34050;1007;380912   
34051;1014;340517   
34052;2019;350913   
34053;2011;390708   
34054;2045;371002   
34055;2013;490101   
34056;1006;360125   
34057;1055;521011   
34058;1011;320530   
34059;1041;510813   
34060;2041;600225   
34061;2037;600101   
34063;2001;281107   
34064;2038;330306   
34067;1022;530101   
34069;2032;370912   
34070;2045;300307   
34071;1046;551205   
34072;1042;450431   
34074;2032;480120   
34076;2028;230307   
34077;1007;580826   
34078;1023;530701   
34079;1006;490429   
34080;1049;361206   
34081;2028;600823   
34082;1035;450616   
34083;2005;380902   
34087;2003;630310   
34088;2015;451022   
34089;1054;610628   
34090;1042;180101   
34091;2022;571115   
34093;1046;451101   
34096;1031;300620   
34097;1055;361005   
34098;1038;600625   
34099;1054;411019   
34100;1038;430925   
34101;1042;150730   
34102;1046;360120   
34103;1049;420101   
34104;2043;570628   
34105;1051;630718   
34106;2031;470625   
34107;1034;200719   
34109;2023;450630   
34110;2014;450416   
34112;1056;461106   
34113;2019;610209   
34114;2011;590827   
34115;2015;520201   
34116;2023;320320   
34117;2045;270904   
34120;1046;270919   
34121;1056;490513   
34122;2017;431201   
34123;2004;461229   
34125;2023;410114   
34126;2006;500301   
34127;2035;320301   
34129;2013;330205   
34130;2043;560626   
34131;1038;541109   
34132;1038;621001   
34133;2001;841209   
34134;1030;600719   
34136;1046;130101   
34138;1029;410529   
34139;1021;330715   
34141;2020;501122   
34142;1012;560412   
34143;2030;371021   
34146;2020;340202   
34147;1054;380307   
34148;1040;151105   
34149;2033;490514   
34150;1013;400402   
34152;2011;220910   
34153;2009;310610   
34155;1031;310110   
34157;2014;430622   
34158;2016;200904   
34160;1036;430104   
34161;2045;471106   
34162;1037;490401   
34163;2042;380101   
34164;1049;381202   
34166;2048;530303   
34167;2028;420601   
34168;1051;380701   
34169;2038;540630   
34170;2011;491108   
34171;2007;231014   
34172;1030;600103   
34174;2013;090303   
34175;1051;570631   
34176;2019;580615   
34177;2003;180203   
34178;2043;400301   
34179;2046;640606   
34180;2037;610613   
34181;1006;510630   
34182;2032;431101   
34183;2021;490620   
34185;2042;470813   
34186;1056;320110   
34187;1044;630611   
34188;1020;610625   
34189;2004;571110   
34190;2041;480501   
34191;2030;830311   
34192;1052;450630   
34193;1044;150908   
34194;2012;660101   
34195;1037;600303   
34196;2011;500920   
34198;1047;400815   
34199;2012;600618   
34201;1035;270930   
34202;2043;610411   
34204;2003;301209   
34206;1042;410101   
34208;2032;470630   
34209;1047;620214   
34211;2010;590320   
34212;2047;510401   
34213;1001;580604   
34214;2017;490610   
34215;1054;460402   
34216;2010;620101   
34217;2047;700408   
34219;1057;600907   
34220;1001;290315   
34221;2045;501003   
34222;1054;350910   
